Movie_ID,Movie_Name,Mood,Genre,Year,Rating,Duration_Minutes
69,Kabir Singh,Romantic,Sci-Fi,1950,4.7,91
70,The Godfather,Happy,Mystery,2017,1.9,95
71,Inception,Mysterious,Drama,1978,2.1,149
72,Avengers: Endgame,Happy,Comedy,1956,7.8,170
73,Titanic,Relaxed,Drama,1981,1.5,101
74,The Shawshank Redemption,Happy,Drama,1978,5.1,79
75,The Godfather,Happy,Sci-Fi,2001,9.8,93
76,Inception,Happy,Sci-Fi,1977,4.9,117
77,Inception,Happy,Comedy,1985,5.4,136
78,The Shawshank Redemption,Relaxed,Thriller,1979,2.2,108
79,The Godfather,Happy,Fantasy,1950,6.2,118
80,Avengers: Endgame,Sad,Drama,1958,4.2,154
81,A Walk to Remember,Romantic,Fantasy,1959,7.5,162
82,The Shawshank Redemption,Adventurous,Comedy,1982,9.0,81
83,Titanic,Exciting,Fantasy,1982,9.3,165
84,Avengers: Endgame,Scary,Fantasy,2019,3.6,155
85,Titanic,Happy,Horror,2018,8.0,152
86,Titanic,Sad,Action,1959,4.5,122
87,Avengers: Endgame,Scary,Thriller,1991,9.9,85
88,Titanic,Happy,Mystery,1988,2.7,83
89,Avengers: Endgame,Mysterious,Action,1961,3.2,138
90,Inception,Adventurous,Comedy,2021,1.2,114
91,The Godfather,Adventurous,Sci-Fi,2019,2.3,155
92,Titanic,Mysterious,Drama,1994,1.6,121
93,Avengers: Endgame,Adventurous,Comedy,1970,4.8,115
94,The Godfather,Mysterious,Sci-Fi,2017,9.1,136
95,Avengers: Endgame,Adventurous,Mystery,1953,6.3,131
96,Titanic,Adventurous,Thriller,2012,5.5,129
97,Inception,Adventurous,Sci-Fi,1983,5.7,90
98,Avengers: Endgame,Sad,Drama,1987,5.0,104
99,A Walk to Remember,Romantic,Action,1969,5.4,108
100,The Godfather,Mysterious,Action,2019,2.4,76
101,Kabir Singh,Romantic,Romance,1983,7.0,167
102,The Godfather,Happy,Romance,1995,2.8,155
103,Titanic,Scary,Romance,1982,8.2,139
104,Inception,Scary,Drama,1954,1.4,165
105,Titanic,Sad,Romance,2009,3.3,133
106,The Godfather,Happy,Sci-Fi,1964,9.0,82
107,Titanic,Romantic,Mystery,2009,1.7,122
108,Avengers: Endgame,Scary,Romance,2019,3.1,80
109,The Shawshank Redemption,Scary,Thriller,1961,5.0,143
110,Kabir Singh,Romantic,Action,2006,9.8,109
111,The Shawshank Redemption,Scary,Romance,2004,8.2,174
112,My Fault,Romantic,Sci-Fi,1956,7.6,132
113,The Godfather,Mysterious,Action,1962,5.9,79
114,Avengers: Endgame,Adventurous,Thriller,1979,3.0,97
115,Titanic,Exciting,Action,1976,4.1,88
116,The Shawshank Redemption,Relaxed,Mystery,2001,1.9,116
117,Inception,Adventurous,Horror,2015,9.3,119
118,The Godfather,Mysterious,Comedy,2008,1.7,81
119,Titanic,Scary,Romance,1999,6.2,91
120,Titanic,Exciting,Horror,1955,2.3,105
121,Inception,Happy,Sci-Fi,1967,5.0,108
122,Avengers: Endgame,Sad,Drama,1959,4.1,85
123,Titanic,Scary,Mystery,2011,5.8,154
124,Titanic,Mysterious,Romance,1970,3.2,136
125,The Godfather,Sad,Romance,2021,1.1,130
126,The Godfather,Sad,Fantasy,1961,3.0,129
127,The Godfather,Adventurous,Romance,1970,2.7,88
128,Kabir Singh,Romantic,Comedy,1973,1.9,178
129,Titanic,Exciting,Fantasy,1975,5.3,171
130,Avengers: Endgame,Mysterious,Fantasy,2021,9.8,117
131,The Shawshank Redemption,Exciting,Romance,2005,3.0,166
132,The Shawshank Redemption,Relaxed,Sci-Fi,2005,6.8,147
133,The Shawshank Redemption,Mysterious,Comedy,2009,2.8,112
134,Avengers: Endgame,Scary,Thriller,1963,2.1,165
135,The Godfather,Sad,Horror,1969,9.1,83
136,The Shawshank Redemption,Scary,Comedy,1983,1.8,88
137,Inception,Sad,Sci-Fi,1986,7.5,178
138,My Fault,Romantic,Action,1979,5.4,139
139,Avengers: Endgame,Relaxed,Fantasy,1975,1.6,112
140,The Shawshank Redemption,Sad,Horror,1976,6.1,113
141,Avengers: Endgame,Sad,Romance,1994,9.5,175
142,Titanic,Sad,Sci-Fi,2005,9.6,127
143,Titanic,Sad,Drama,1979,5.4,156
144,Titanic,Relaxed,Thriller,2010,7.1,99
145,Avengers: Endgame,Mysterious,Fantasy,1979,5.7,114
146,The Shawshank Redemption,Sad,Sci-Fi,2023,2.2,119
147,Kabir Singh,Romantic,Fantasy,1958,5.7,95
148,Inception,Relaxed,Romance,2020,6.3,138
149,Avengers: Endgame,Sad,Sci-Fi,1957,6.0,109
150,Inception,Relaxed,Drama,2020,8.5,84
151,Avengers: Endgame,Scary,Comedy,1965,6.2,133
152,The Godfather,Happy,Horror,2004,1.7,140
153,The Godfather,Happy,Action,2020,4.0,143
154,Titanic,Romantic,Fantasy,1980,9.8,140
155,My Fault,Romantic,Drama,1967,4.5,166
156,Inception,Scary,Sci-Fi,1975,8.7,144
157,The Godfather,Mysterious,Horror,1976,5.9,128
158,The Notebook,Romantic,Comedy,1997,7.2,137
159,Inception,Scary,Comedy,2010,9.5,138
160,The Shawshank Redemption,Happy,Fantasy,1959,1.8,80
161,Inception,Relaxed,Action,2012,2.3,139
162,A Walk to Remember,Romantic,Action,1960,9.7,172
163,The Shawshank Redemption,Mysterious,Sci-Fi,1960,5.0,176
164,The Shawshank Redemption,Adventurous,Thriller,2013,9.0,161
165,Avengers: Endgame,Sad,Sci-Fi,1962,6.1,90
166,The Godfather,Mysterious,Action,1977,4.9,139
167,Titanic,Exciting,Thriller,2016,2.2,100
168,The Shawshank Redemption,Mysterious,Mystery,2013,7.8,106
169,Inception,Sad,Fantasy,1974,5.2,80
170,Inception,Sad,Fantasy,1998,1.4,136
171,Inception,Relaxed,Thriller,1987,8.7,180
172,Inception,Adventurous,Fantasy,1987,7.8,84
173,The Godfather,Happy,Mystery,1960,8.0,113
174,Inception,Mysterious,Thriller,2014,6.8,75
175,Titanic,Sad,Sci-Fi,1990,4.7,93
176,The Godfather,Sad,Fantasy,2014,7.2,103
177,Avengers: Endgame,Relaxed,Fantasy,2003,2.6,119
178,Kabir Singh,Romantic,Action,1957,2.5,130
179,The Godfather,Exciting,Fantasy,2004,7.5,157
180,The Godfather,Adventurous,Drama,2017,6.7,109
181,The Shawshank Redemption,Adventurous,Comedy,1978,3.8,151
182,Titanic,Romantic,Thriller,1999,9.7,83
183,The Shawshank Redemption,Mysterious,Sci-Fi,1978,6.7,127
184,Inception,Adventurous,Drama,1975,5.2,130
185,Titanic,Exciting,Action,2005,5.2,143
186,The Godfather,Relaxed,Drama,1998,2.6,157
187,Titanic,Adventurous,Romance,1996,1.7,97
188,The Notebook,Romantic,Romance,1976,6.1,172
189,Titanic,Happy,Mystery,1966,3.8,176
190,The Godfather,Mysterious,Sci-Fi,2016,7.5,154
191,The Shawshank Redemption,Scary,Sci-Fi,1959,8.9,152
192,Inception,Scary,Action,1954,4.3,120
193,The Notebook,Romantic,Drama,2016,1.5,152
194,Inception,Scary,Sci-Fi,1994,4.8,114
195,Titanic,Romantic,Thriller,1971,1.3,107
196,The Shawshank Redemption,Adventurous,Comedy,1977,3.1,147
197,Avengers: Endgame,Scary,Action,1976,4.3,80
198,Inception,Relaxed,Comedy,1972,5.8,79
199,The Shawshank Redemption,Happy,Horror,2024,9.7,176
200,The Shawshank Redemption,Mysterious,Fantasy,2016,4.8,127
201,The Shawshank Redemption,Sad,Mystery,2022,8.9,169
202,Avengers: Endgame,Sad,Comedy,1956,9.9,142
203,The Godfather,Exciting,Mystery,1961,6.6,93
204,Titanic,Scary,Sci-Fi,1980,8.2,88
205,Avengers: Endgame,Mysterious,Mystery,2003,5.0,102
206,The Shawshank Redemption,Scary,Mystery,1950,6.8,175
207,The Godfather,Relaxed,Thriller,2007,6.4,84
208,The Shawshank Redemption,Exciting,Drama,1954,6.2,113
209,Titanic,Sad,Fantasy,1998,5.0,134
210,The Godfather,Relaxed,Fantasy,1971,1.2,166
211,Avengers: Endgame,Sad,Comedy,1995,2.0,154
212,Avengers: Endgame,Sad,Romance,2003,9.0,114
213,The Shawshank Redemption,Relaxed,Sci-Fi,2014,7.8,134
214,Titanic,Scary,Horror,1985,7.8,148
215,Titanic,Relaxed,Comedy,1970,5.0,82
216,Inception,Relaxed,Mystery,1954,7.6,146
217,Titanic,Exciting,Mystery,1981,6.2,107
218,The Godfather,Adventurous,Horror,2014,2.8,162
219,Avengers: Endgame,Relaxed,Horror,2013,9.3,157
220,Titanic,Relaxed,Thriller,1965,2.5,141
221,Inception,Adventurous,Action,2017,6.1,93
222,Inception,Scary,Fantasy,1952,6.3,156
223,The Shawshank Redemption,Happy,Thriller,1991,3.0,102
224,The Shawshank Redemption,Happy,Romance,1964,4.8,109
225,The Shawshank Redemption,Relaxed,Drama,1995,2.8,97
226,Titanic,Adventurous,Fantasy,1957,7.0,125
227,The Shawshank Redemption,Sad,Horror,1970,7.9,177
228,The Shawshank Redemption,Exciting,Horror,1953,7.0,128
229,The Shawshank Redemption,Mysterious,Mystery,1976,10.0,136
230,The Godfather,Happy,Horror,1984,3.5,123
231,The Godfather,Scary,Romance,1994,9.6,134
232,The Shawshank Redemption,Scary,Fantasy,1958,6.3,178
233,The Godfather,Relaxed,Sci-Fi,1977,9.2,80
234,The Godfather,Relaxed,Drama,2024,1.3,121
235,The Shawshank Redemption,Sad,Drama,2006,1.7,178
236,Titanic,Romantic,Fantasy,1981,9.3,166
237,Avengers: Endgame,Relaxed,Fantasy,1988,4.0,136
238,My Fault,Romantic,Romance,1965,8.1,142
239,The Godfather,Relaxed,Action,1964,7.7,173
240,Avengers: Endgame,Adventurous,Horror,1954,9.4,104
241,The Shawshank Redemption,Mysterious,Comedy,1974,8.5,160
242,Inception,Mysterious,Romance,1953,4.7,83
243,The Shawshank Redemption,Exciting,Horror,1995,3.3,140
244,The Shawshank Redemption,Sad,Fantasy,1950,8.8,88
245,Titanic,Romantic,Mystery,2013,6.2,94
246,Avengers: Endgame,Relaxed,Fantasy,1958,2.3,108
247,Titanic,Relaxed,Mystery,1974,3.4,85
248,The Godfather,Exciting,Mystery,1966,1.7,110
249,Titanic,Mysterious,Fantasy,1990,7.2,166
250,The Shawshank Redemption,Adventurous,Romance,2022,8.8,88
251,Avengers: Endgame,Mysterious,Drama,2024,5.3,160
252,Kabir Singh,Romantic,Romance,2017,7.9,76
253,The Shawshank Redemption,Exciting,Fantasy,2016,1.1,158
254,Titanic,Happy,Drama,1969,4.9,155
255,Kabir Singh,Romantic,Thriller,1998,8.7,177
256,My Fault,Romantic,Romance,2006,9.3,144
257,My Fault,Romantic,Horror,1968,8.6,126
258,Inception,Mysterious,Thriller,2013,2.4,103
259,The Godfather,Exciting,Fantasy,1993,7.8,151
260,The Shawshank Redemption,Sad,Thriller,2024,5.9,142
261,Inception,Mysterious,Drama,1950,5.1,177
262,The Shawshank Redemption,Scary,Action,2008,2.2,79
263,Inception,Happy,Mystery,1986,2.1,115
264,Inception,Adventurous,Drama,1983,1.9,180
265,The Shawshank Redemption,Mysterious,Mystery,1978,4.9,106
266,Avengers: Endgame,Relaxed,Drama,1970,1.7,174
267,Inception,Sad,Action,2021,1.5,100
268,Avengers: Endgame,Mysterious,Thriller,1969,6.3,102
269,Titanic,Adventurous,Sci-Fi,2010,5.8,135
270,Titanic,Exciting,Mystery,2000,8.4,132
271,Inception,Adventurous,Thriller,1985,9.3,167
272,The Godfather,Mysterious,Fantasy,1975,6.3,135
273,Inception,Mysterious,Sci-Fi,1997,9.1,133
274,The Godfather,Sad,Mystery,1954,1.1,172
275,Avengers: Endgame,Adventurous,Mystery,2022,4.7,113
276,Avengers: Endgame,Mysterious,Drama,1996,9.9,125
277,Titanic,Scary,Horror,2020,1.3,140
278,Titanic,Exciting,Sci-Fi,1993,4.3,96
279,Titanic,Romantic,Comedy,1978,7.6,106
280,Avengers: Endgame,Happy,Horror,1974,3.7,77
281,Titanic,Scary,Horror,2015,4.3,79
282,The Godfather,Adventurous,Action,1958,7.8,166
283,The Notebook,Romantic,Thriller,1976,4.3,166
284,The Notebook,Romantic,Fantasy,2007,6.5,91
285,The Godfather,Mysterious,Sci-Fi,2003,7.5,165
286,The Shawshank Redemption,Relaxed,Thriller,1964,1.3,98
287,Avengers: Endgame,Sad,Mystery,1952,7.2,115
288,Titanic,Romantic,Drama,1977,2.2,134
289,The Notebook,Romantic,Comedy,1956,3.0,81
290,Titanic,Scary,Drama,1992,2.6,144
291,Avengers: Endgame,Exciting,Romance,1987,9.0,170
292,Inception,Scary,Mystery,1972,8.5,98
293,Inception,Mysterious,Fantasy,1964,8.1,120
294,The Godfather,Scary,Sci-Fi,2013,3.7,111
295,Titanic,Happy,Comedy,2010,7.2,128
296,Avengers: Endgame,Exciting,Action,1967,3.9,154
297,Titanic,Happy,Mystery,1994,1.3,91
298,Avengers: Endgame,Sad,Action,1955,4.4,87
299,The Shawshank Redemption,Happy,Horror,2016,9.2,141
300,My Fault,Romantic,Fantasy,1994,3.2,133
301,The Notebook,Romantic,Sci-Fi,1994,6.8,163
302,Avengers: Endgame,Scary,Comedy,2003,1.5,159
303,The Notebook,Romantic,Comedy,1962,6.3,92
304,Inception,Scary,Fantasy,2014,5.6,118
305,Avengers: Endgame,Exciting,Thriller,1991,8.3,116
306,The Shawshank Redemption,Mysterious,Horror,1996,8.9,114
307,Titanic,Adventurous,Romance,2005,5.3,151
308,Avengers: Endgame,Sad,Mystery,1981,6.8,165
309,Titanic,Sad,Action,1961,7.9,146
310,The Shawshank Redemption,Adventurous,Thriller,1981,9.1,119
311,Titanic,Sad,Drama,1964,8.7,75
312,The Godfather,Sad,Fantasy,1987,8.0,176
313,Titanic,Sad,Drama,1997,4.3,91
314,Titanic,Happy,Action,1981,4.0,125
315,The Godfather,Scary,Fantasy,1959,2.5,178
316,Titanic,Adventurous,Sci-Fi,1969,1.2,144
317,Titanic,Exciting,Action,1988,2.2,117
318,Titanic,Scary,Mystery,2021,1.8,102
319,The Shawshank Redemption,Adventurous,Drama,1956,3.2,106
320,Inception,Relaxed,Mystery,2001,8.5,131
321,Inception,Scary,Sci-Fi,2000,5.7,105
322,Inception,Mysterious,Drama,2000,3.8,168
323,The Godfather,Sad,Comedy,1992,2.9,93
324,Titanic,Mysterious,Thriller,1994,3.9,137
325,The Shawshank Redemption,Mysterious,Sci-Fi,1956,7.2,104
326,The Shawshank Redemption,Sad,Romance,1986,6.9,149
327,The Godfather,Sad,Comedy,2020,4.2,107
328,Inception,Happy,Thriller,2017,5.1,150
329,The Shawshank Redemption,Adventurous,Action,1970,5.7,90
330,Titanic,Adventurous,Thriller,1974,4.9,116
331,Titanic,Relaxed,Drama,1986,5.3,160
332,Titanic,Romantic,Drama,1974,2.5,155
333,Titanic,Scary,Action,1950,1.2,138
334,The Shawshank Redemption,Happy,Thriller,2009,6.7,83
335,The Shawshank Redemption,Relaxed,Drama,1964,8.0,75
336,Inception,Exciting,Comedy,1982,2.6,168
337,Inception,Sad,Romance,1955,7.2,106
338,The Shawshank Redemption,Happy,Horror,1992,5.0,95
339,Avengers: Endgame,Relaxed,Action,1972,2.0,144
340,Avengers: Endgame,Happy,Horror,1998,4.7,124
341,The Godfather,Sad,Horror,2015,2.2,127
342,Titanic,Happy,Romance,2013,6.7,135
343,The Shawshank Redemption,Adventurous,Comedy,1962,9.5,123
344,The Shawshank Redemption,Exciting,Fantasy,1960,3.4,177
345,The Godfather,Sad,Thriller,2003,4.9,172
346,Avengers: Endgame,Adventurous,Sci-Fi,1982,2.0,146
347,Inception,Sad,Thriller,1968,4.7,164
348,A Walk to Remember,Romantic,Comedy,2008,9.3,124
349,Avengers: Endgame,Mysterious,Action,1997,1.9,163
350,Inception,Happy,Action,1989,5.3,171
351,Titanic,Scary,Horror,1982,2.7,113
352,Inception,Scary,Mystery,1956,3.4,114
353,Avengers: Endgame,Relaxed,Horror,1996,4.6,128
354,The Godfather,Happy,Action,1980,4.9,108
355,A Walk to Remember,Romantic,Romance,2005,5.9,112
356,Avengers: Endgame,Relaxed,Horror,1969,2.4,152
357,Avengers: Endgame,Relaxed,Romance,1978,9.0,89
358,Titanic,Sad,Romance,1969,8.1,175
359,The Godfather,Relaxed,Thriller,1969,6.7,96
360,The Shawshank Redemption,Sad,Horror,1990,5.4,78
361,Titanic,Exciting,Drama,2012,9.6,79
362,Inception,Adventurous,Drama,1981,6.8,175
363,Titanic,Mysterious,Romance,1957,8.2,145
364,Titanic,Mysterious,Comedy,2004,3.8,97
365,My Fault,Romantic,Fantasy,1955,7.5,82
366,Avengers: Endgame,Relaxed,Horror,1978,3.9,81
367,Inception,Scary,Horror,1964,8.8,123
368,The Shawshank Redemption,Exciting,Action,1960,2.8,178
369,The Godfather,Sad,Sci-Fi,1969,5.2,80
370,Avengers: Endgame,Relaxed,Action,1958,3.5,169
371,The Shawshank Redemption,Scary,Romance,1993,4.7,134
372,The Shawshank Redemption,Adventurous,Sci-Fi,1969,3.7,149
373,The Shawshank Redemption,Sad,Fantasy,1956,8.7,104
374,Avengers: Endgame,Relaxed,Mystery,1976,2.4,140
375,The Godfather,Exciting,Drama,1968,1.3,167
376,The Shawshank Redemption,Adventurous,Comedy,1974,5.6,161
377,Titanic,Scary,Horror,1970,8.8,117
378,Kabir Singh,Romantic,Sci-Fi,1968,9.3,132
379,Inception,Relaxed,Romance,1984,5.9,150
380,Kabir Singh,Romantic,Action,1960,6.2,120
381,The Godfather,Relaxed,Drama,1995,5.9,131
382,Inception,Exciting,Thriller,1960,5.9,83
383,Inception,Happy,Romance,1994,8.9,103
384,Avengers: Endgame,Scary,Comedy,1955,6.3,160
385,Titanic,Relaxed,Sci-Fi,1981,8.7,164
386,The Notebook,Romantic,Fantasy,2003,5.3,94
387,Titanic,Mysterious,Action,2006,7.3,107
388,Inception,Adventurous,Action,1958,3.4,136
389,Titanic,Scary,Thriller,1983,2.4,158
390,Avengers: Endgame,Relaxed,Fantasy,1951,1.2,135
391,Inception,Adventurous,Comedy,2023,5.4,125
392,Titanic,Adventurous,Comedy,1951,5.5,109
393,The Shawshank Redemption,Adventurous,Drama,1970,4.1,124
394,The Shawshank Redemption,Relaxed,Fantasy,1986,3.6,165
395,Inception,Mysterious,Romance,1967,3.1,176
396,Inception,Adventurous,Romance,1997,3.6,171
397,The Godfather,Scary,Thriller,1960,7.1,166
398,The Godfather,Happy,Mystery,2006,2.0,109
399,The Shawshank Redemption,Exciting,Drama,2018,2.9,176
400,Titanic,Exciting,Fantasy,1994,4.1,109
401,Inception,Relaxed,Comedy,1994,3.3,151
402,The Godfather,Happy,Comedy,1950,9.9,123
403,My Fault,Romantic,Horror,1997,5.6,156
404,The Godfather,Exciting,Mystery,1953,4.4,125
405,The Shawshank Redemption,Adventurous,Romance,2005,2.4,121
406,The Godfather,Adventurous,Fantasy,1979,1.9,174
407,Inception,Relaxed,Action,2018,8.9,146
408,The Godfather,Scary,Fantasy,1955,9.9,115
409,Inception,Relaxed,Mystery,1980,6.1,128
410,Avengers: Endgame,Scary,Comedy,1974,9.6,112
411,My Fault,Romantic,Drama,1971,2.4,129
412,Inception,Scary,Romance,2013,5.1,126
413,The Godfather,Sad,Comedy,1964,7.1,143
414,Avengers: Endgame,Sad,Action,1983,8.6,79
415,The Godfather,Scary,Thriller,1964,1.8,160
416,Avengers: Endgame,Happy,Comedy,2011,6.7,127
417,Avengers: Endgame,Relaxed,Romance,1975,5.1,78
418,The Godfather,Adventurous,Mystery,2019,9.8,139
419,The Godfather,Relaxed,Thriller,2020,7.6,162
420,The Godfather,Happy,Fantasy,1969,7.3,129
421,Inception,Adventurous,Action,1966,7.5,111
422,Inception,Adventurous,Romance,2014,9.1,122
423,The Shawshank Redemption,Sad,Romance,1995,3.8,105
424,The Godfather,Happy,Action,1956,8.6,156
425,The Godfather,Happy,Horror,1960,2.9,134
426,Inception,Scary,Action,2017,8.0,179
427,The Godfather,Mysterious,Horror,1969,5.9,99
428,Titanic,Adventurous,Mystery,1998,7.3,117
429,The Godfather,Happy,Horror,2015,4.6,144
430,Inception,Exciting,Romance,1963,6.2,96
431,The Shawshank Redemption,Sad,Mystery,1995,3.1,170
432,Titanic,Relaxed,Horror,2010,7.7,126
433,Titanic,Sad,Fantasy,1959,3.6,120
434,The Godfather,Relaxed,Action,2004,3.1,82
435,Titanic,Relaxed,Thriller,1972,6.9,95
436,Titanic,Romantic,Comedy,1993,4.3,116
437,The Shawshank Redemption,Adventurous,Fantasy,1978,7.0,81
438,The Shawshank Redemption,Relaxed,Fantasy,2011,8.3,147
439,The Shawshank Redemption,Mysterious,Mystery,1978,4.7,100
440,The Godfather,Adventurous,Thriller,2008,9.7,77
441,Inception,Exciting,Mystery,2021,7.2,76
442,Titanic,Exciting,Mystery,1978,1.7,157
443,The Notebook,Romantic,Drama,1966,8.8,116
444,The Godfather,Happy,Comedy,2020,6.5,156
445,Titanic,Mysterious,Thriller,1981,3.6,84
446,Titanic,Romantic,Action,1999,8.5,75
447,The Godfather,Exciting,Romance,1997,8.1,102
448,The Shawshank Redemption,Relaxed,Sci-Fi,1979,9.5,142
449,The Shawshank Redemption,Adventurous,Horror,1971,3.1,138
450,The Godfather,Exciting,Sci-Fi,2016,6.4,163
451,The Shawshank Redemption,Happy,Thriller,1981,7.5,94
452,The Shawshank Redemption,Relaxed,Mystery,1963,9.4,143
453,The Shawshank Redemption,Relaxed,Sci-Fi,1958,7.1,163
454,Titanic,Happy,Thriller,2000,4.5,120
455,Titanic,Mysterious,Sci-Fi,1997,3.0,131
456,Avengers: Endgame,Exciting,Thriller,1957,6.1,80
457,The Godfather,Mysterious,Mystery,1973,2.4,174
458,Avengers: Endgame,Relaxed,Comedy,2019,2.9,170
459,Avengers: Endgame,Relaxed,Mystery,1969,2.3,176
460,The Godfather,Exciting,Thriller,1991,8.5,97
461,The Godfather,Exciting,Thriller,1954,7.2,125
462,Avengers: Endgame,Happy,Drama,1996,1.8,159
463,Avengers: Endgame,Scary,Action,1994,3.1,114
464,The Godfather,Adventurous,Comedy,2012,1.7,130
465,The Shawshank Redemption,Adventurous,Horror,1965,9.3,158
466,The Godfather,Happy,Comedy,2000,8.6,149
467,Titanic,Adventurous,Horror,2024,6.3,178
468,The Shawshank Redemption,Mysterious,Mystery,1953,4.0,120
469,The Godfather,Exciting,Thriller,2022,2.5,97
470,Inception,Relaxed,Fantasy,1963,8.3,112
471,Kabir Singh,Romantic,Horror,2008,4.0,166
472,Titanic,Sad,Drama,2012,5.3,164
473,Titanic,Adventurous,Fantasy,1965,1.3,78
474,Kabir Singh,Romantic,Drama,2004,1.0,87
475,The Godfather,Scary,Drama,2022,7.3,176
476,The Shawshank Redemption,Scary,Drama,2019,4.5,179
477,The Godfather,Relaxed,Sci-Fi,1973,4.8,176
478,Inception,Adventurous,Thriller,1987,3.1,172
479,The Godfather,Sad,Sci-Fi,2020,2.9,112
480,My Fault,Romantic,Fantasy,1968,9.5,128
481,Kabir Singh,Romantic,Horror,1977,6.4,126
482,Titanic,Mysterious,Sci-Fi,1958,5.8,118
483,Kabir Singh,Romantic,Comedy,2006,3.5,148
484,Titanic,Mysterious,Thriller,2017,8.6,81
485,Titanic,Adventurous,Horror,1979,6.2,164
486,The Notebook,Romantic,Sci-Fi,1951,2.1,137
487,My Fault,Romantic,Drama,1970,1.3,86
488,Inception,Happy,Action,1951,5.0,80
489,Inception,Exciting,Mystery,2005,10.0,118
490,Avengers: Endgame,Mysterious,Romance,1968,3.4,149
491,Avengers: Endgame,Mysterious,Comedy,2001,5.8,102
492,The Godfather,Happy,Sci-Fi,1953,3.0,156
493,Avengers: Endgame,Scary,Comedy,1987,7.7,119
494,The Shawshank Redemption,Sad,Romance,1999,9.5,178
